,loan_amount,status,activity_name,sector_name,country,lender_term,num_lenders_total,num_journal_entries,repayment_interval,female_count,male_count,shortage_fund,posted_raised_hours,mpi,population_in_mpi,Education,Health,Living standards,population_in_severe_mpi,borrower_count,class
8246,450.0,funded,Pharmacy,Health,South Sudan,14.0,14,2,irregular,1,0,0.0,32.0,0.551,89.3,39.3,14.3,46.3,69.6,1,1
44,475.0,funded,Poultry,Agriculture,Kenya,28.0,16,3,irregular,1,0,0.0,267.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12964,75.0,funded,Home Appliances,Personal Use,Kenya,14.0,3,1,monthly,1,0,0.0,26.0,0.166,36.0,12.3,32.2,55.5,10.7,1,3
15563,625.0,funded,Rickshaw,Transportation,Pakistan,11.0,24,2,irregular,2,0,0.0,206.0,0.237,45.6,36.2,32.3,31.6,26.5,2,1
6775,375.0,funded,Musical Performance,Entertainment,Philippines,7.0,1,1,irregular,1,0,0.0,140.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
6948,625.0,funded,Entertainment,Entertainment,Liberia,6.0,18,1,irregular,3,2,0.0,29.0,0.35600000000000004,70.1,23.0,25.6,51.4,35.4,5,1
14842,150.0,funded,Auto Repair,Services,Kenya,8.0,3,1,monthly,0,1,0.0,8.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
11164,675.0,funded,Manufacturing,Manufacturing,Pakistan,13.0,19,1,irregular,5,0,0.0,32.0,0.237,45.6,36.2,32.3,31.6,26.5,5,1
1785,400.0,funded,Embroidery,Arts,Pakistan,14.0,7,1,monthly,1,0,0.0,860.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
5741,375.0,funded,Higher education costs,Education,Colombia,6.0,14,1,monthly,1,0,0.0,86.0,0.032,7.6,34.3,24.7,41.0,1.8,1,2
992,775.0,funded,Agriculture,Agriculture,Ecuador,7.0,14,5,irregular,1,0,0.0,159.0,0.015,3.7,23.6,42.4,34.0,0.5,1,2
4784,950.0,funded,Construction,Construction,Peru,14.0,30,1,monthly,0,1,0.0,339.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
15002,200.0,funded,Beauty Salon,Services,Liberia,11.0,8,1,irregular,1,0,0.0,94.0,0.35600000000000004,70.1,23.0,25.6,51.4,35.4,1,1
12818,200.0,funded,Home Appliances,Personal Use,Cambodia,8.0,6,1,monthly,2,3,0.0,225.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
2214,325.0,funded,Textiles,Arts,Madagascar,9.0,10,1,irregular,1,0,0.0,237.0,0.42,77.0,31.6,24.5,43.9,48.0,1,1
246,825.0,funded,Farming,Agriculture,Kenya,9.0,32,1,bullet,6,4,0.0,795.0,0.166,36.0,12.3,32.2,55.5,10.7,10,3
557,725.0,funded,Agriculture,Agriculture,Peru,8.0,25,1,monthly,0,1,0.0,165.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
10878,450.0,funded,Furniture Making,Manufacturing,Nicaragua,14.0,14,1,monthly,0,1,0.0,138.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
10509,375.0,funded,Personal Housing Expenses,Housing,Kenya,14.0,15,2,irregular,1,0,0.0,190.0,0.166,36.0,12.3,32.2,55.5,10.7,1,0
1858,675.0,funded,Arts,Arts,Togo,14.0,26,1,monthly,0,1,0.0,71.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
10781,300.0,funded,Metal Shop,Manufacturing,Pakistan,14.0,10,1,monthly,1,0,0.0,74.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
10558,375.0,funded,Personal Housing Expenses,Housing,Nicaragua,15.0,13,1,monthly,0,1,0.0,674.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
8431,200.0,funded,Dental,Health,Tajikistan,14.0,7,4,monthly,1,0,0.0,208.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
2019,475.0,funded,Crafts,Arts,Philippines,8.0,15,1,irregular,1,0,0.0,105.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11243,250.0,funded,Manufacturing,Manufacturing,Philippines,8.0,10,1,monthly,1,0,0.0,5.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15282,300.0,funded,Auto Repair,Services,Philippines,8.0,10,1,irregular,1,0,0.0,284.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17222,375.0,funded,Goods Distribution,Wholesale,Philippines,9.0,11,2,irregular,1,0,0.0,12.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3288,775.0,funded,Clothing Sales,Clothing,Ecuador,14.0,26,1,monthly,0,1,0.0,787.0,0.015,3.7,23.6,42.4,34.0,0.5,1,2
12844,50.0,funded,Home Energy,Personal Use,Kenya,8.0,1,1,monthly,1,0,0.0,192.0,0.166,36.0,12.3,32.2,55.5,10.7,1,3
435,600.0,funded,Animal Sales,Agriculture,Togo,20.0,14,1,monthly,0,1,0.0,54.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
4173,325.0,funded,Construction,Construction,Kenya,6.0,11,1,irregular,1,0,0.0,231.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8538,650.0,funded,Personal Medical Expenses,Health,Tajikistan,20.0,2,1,monthly,0,1,0.0,228.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
1201,325.0,funded,Weaving,Arts,India,14.0,10,1,monthly,1,0,0.0,112.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
16519,450.0,funded,Motorcycle Transport,Transportation,Philippines,9.0,12,2,monthly,1,0,0.0,231.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8640,275.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,10,1,monthly,0,1,0.0,116.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
17314,500.0,funded,Goods Distribution,Wholesale,Philippines,14.0,16,1,irregular,1,0,0.0,59.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17072,600.0,funded,Wholesale,Wholesale,Kenya,14.0,22,1,monthly,0,1,0.0,410.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
8334,350.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,13,4,monthly,0,1,0.0,223.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
16345,400.0,funded,Rickshaw,Transportation,India,13.0,14,1,monthly,1,0,0.0,167.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
16852,900.0,funded,Goods Distribution,Wholesale,Tajikistan,6.0,34,1,irregular,1,0,0.0,38.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
4890,550.0,funded,Primary/secondary school costs,Education,Mexico,14.0,16,1,monthly,0,1,0.0,125.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
10598,925.0,funded,Personal Housing Expenses,Housing,Nicaragua,21.0,31,1,irregular,0,1,0.0,1309.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
2655,500.0,funded,Clothing Sales,Clothing,Zimbabwe,8.0,19,4,irregular,1,0,0.0,550.0,0.128,28.9,10.8,34.5,54.8,7.8,1,1
16270,125.0,funded,Motorcycle Transport,Transportation,Philippines,7.0,4,1,irregular,0,1,0.0,843.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14444,350.0,funded,Beauty Salon,Services,Uganda,8.0,10,1,irregular,2,0,0.0,140.0,0.359,70.3,18.0,30.2,51.9,33.3,2,1
13340,200.0,funded,General Store,Retail,Peru,6.0,6,1,irregular,1,0,0.0,448.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
16124,525.0,funded,Taxi,Transportation,Ghana,8.0,20,1,irregular,1,1,0.0,360.0,0.147,32.4,27.2,31.5,41.2,11.1,2,0
2743,300.0,funded,Clothing Sales,Clothing,Peru,6.0,11,3,irregular,1,0,0.0,12.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
1053,275.0,funded,Agriculture,Agriculture,Uganda,8.0,7,1,monthly,0,1,0.0,83.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
1807,175.0,funded,Crafts,Arts,Philippines,8.0,7,1,irregular,1,0,0.0,189.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
14495,600.0,funded,Beauty Salon,Services,Kenya,14.0,21,1,irregular,1,0,0.0,88.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
693,800.0,funded,Agriculture,Agriculture,Honduras,13.0,30,1,bullet,0,1,0.0,1553.0,0.098,20.7,36.6,23.1,40.3,7.2,1,0
5502,575.0,funded,Higher education costs,Education,Jordan,14.0,22,1,monthly,0,1,0.0,169.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
12523,225.0,funded,Home Appliances,Personal Use,Cambodia,8.0,9,1,monthly,5,0,0.0,164.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
4500,275.0,funded,Construction,Construction,Philippines,26.0,6,2,monthly,1,0,0.0,133.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
3557,175.0,funded,Clothing,Clothing,Senegal,7.0,6,1,monthly,1,0,0.0,69.0,0.278,51.9,43.6,23.1,33.4,30.8,1,1
1841,250.0,funded,Weaving,Arts,Pakistan,15.0,10,1,monthly,1,0,0.0,32.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11557,350.0,funded,Manufacturing,Manufacturing,Colombia,13.0,14,1,bullet,1,0,0.0,67.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
14590,250.0,funded,Services,Services,Rwanda,38.0,7,1,irregular,0,1,0.0,229.0,0.253,53.9,28.6,18.4,53.0,20.5,1,1
10223,125.0,funded,Personal Housing Expenses,Housing,Philippines,14.0,5,1,irregular,1,0,0.0,259.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
595,200.0,funded,Poultry,Agriculture,Kenya,13.0,6,1,irregular,1,0,0.0,210.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
339,150.0,funded,Pigs,Agriculture,Philippines,8.0,3,2,irregular,1,0,0.0,27.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7951,350.0,funded,Food Production/Sales,Food,Peru,8.0,1,2,monthly,1,0,0.0,426.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
3927,925.0,funded,Cement,Construction,Albania,21.0,30,1,monthly,1,0,0.0,356.0,0.005,1.2,22.4,47.1,30.5,0.1,1,0
3490,675.0,funded,Clothing Sales,Clothing,Kenya,14.0,21,6,monthly,1,0,0.0,106.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
291,275.0,funded,Farm Supplies,Agriculture,Cambodia,14.0,9,1,monthly,1,0,0.0,59.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
16768,350.0,funded,Goods Distribution,Wholesale,Pakistan,14.0,12,1,monthly,1,0,0.0,415.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
7393,450.0,funded,Food Production/Sales,Food,Ghana,9.0,10,1,monthly,0,1,0.0,12.0,0.147,32.4,27.2,31.5,41.2,11.1,1,0
10684,200.0,funded,Furniture Making,Manufacturing,Philippines,7.0,6,3,irregular,1,0,0.0,32.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8303,175.0,funded,Personal Medical Expenses,Health,Tajikistan,14.0,5,1,monthly,1,0,0.0,109.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
6710,275.0,funded,Musical Performance,Entertainment,Philippines,8.0,8,2,irregular,1,0,0.0,134.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5425,575.0,funded,Higher education costs,Education,Jordan,18.0,14,1,monthly,1,0,0.0,176.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
6461,575.0,funded,Games,Entertainment,Nicaragua,14.0,19,2,monthly,1,0,0.0,173.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
13818,125.0,funded,General Store,Retail,Philippines,8.0,5,2,irregular,1,0,0.0,192.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10163,225.0,funded,Personal Housing Expenses,Housing,Philippines,12.0,9,1,monthly,0,1,0.0,384.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
5919,375.0,funded,Higher education costs,Education,Jordan,15.0,8,1,monthly,1,0,0.0,142.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
4307,225.0,funded,Timber Sales,Construction,Kenya,8.0,9,1,monthly,0,1,0.0,136.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
12132,950.0,funded,Home Energy,Personal Use,Ghana,8.0,33,2,monthly,6,4,0.0,340.0,0.147,32.4,27.2,31.5,41.2,11.1,10,3
15251,400.0,funded,Electrician,Services,Azerbaijan,15.0,3,1,monthly,0,1,0.0,304.0,0.009000000000000001,2.4,20.0,50.7,29.3,0.2,1,2
5275,325.0,funded,Primary/secondary school costs,Education,Ecuador,4.0,13,1,monthly,1,0,0.0,107.0,0.015,3.7,23.6,42.4,34.0,0.5,1,2
14675,650.0,funded,Beauty Salon,Services,Colombia,12.0,22,1,monthly,1,0,0.0,24.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
4049,625.0,funded,Carpentry,Construction,Nicaragua,14.0,23,1,monthly,0,1,0.0,43.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,0
9938,900.0,funded,Property,Housing,Peru,6.0,14,1,irregular,1,0,0.0,59.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
11515,350.0,funded,Blacksmith,Manufacturing,Pakistan,13.0,11,2,monthly,1,0,0.0,179.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
5416,725.0,funded,Higher education costs,Education,Jordan,16.0,23,2,monthly,0,1,0.0,192.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
8803,550.0,funded,Medical Clinic,Health,Honduras,14.0,15,3,monthly,0,1,0.0,250.0,0.098,20.7,36.6,23.1,40.3,7.2,1,2
16663,125.0,funded,Goods Distribution,Wholesale,Philippines,8.0,4,2,irregular,1,0,0.0,22.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
8009,350.0,funded,Food Production/Sales,Food,Philippines,8.0,13,2,irregular,1,0,0.0,105.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
9029,250.0,funded,Health,Health,Mexico,5.0,4,1,irregular,0,1,0.0,164.0,0.024,6.0,31.4,25.6,43.0,1.1,1,2
1704,500.0,funded,Weaving,Arts,Cambodia,18.0,15,3,monthly,1,0,0.0,167.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
4903,575.0,funded,Higher education costs,Education,Tajikistan,14.0,11,4,monthly,1,0,0.0,35.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
15504,200.0,funded,Motorcycle Transport,Transportation,Cambodia,12.0,1,1,monthly,1,0,0.0,93.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
15702,725.0,funded,Motorcycle Transport,Transportation,Uganda,14.0,19,1,monthly,0,1,0.0,707.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
15253,275.0,funded,Tailoring,Services,Kenya,14.0,10,1,monthly,1,0,0.0,30.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
9712,425.0,funded,Personal Housing Expenses,Housing,Mexico,9.0,11,1,monthly,1,0,0.0,75.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
10153,450.0,funded,Personal Housing Expenses,Housing,India,43.0,18,1,bullet,2,0,0.0,361.0,0.282,55.3,22.7,32.5,44.8,27.8,2,1
17094,400.0,funded,Wholesale,Wholesale,Kenya,14.0,15,1,irregular,1,0,0.0,212.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
14965,300.0,funded,Beauty Salon,Services,Kenya,11.0,11,1,monthly,1,0,0.0,403.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
15009,250.0,funded,Sewing,Services,Pakistan,14.0,10,2,monthly,1,0,0.0,158.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
8762,900.0,funded,Health,Health,Kenya,68.0,34,3,irregular,3,0,0.0,273.0,0.166,36.0,12.3,32.2,55.5,10.7,3,2
116,225.0,funded,Farm Supplies,Agriculture,Philippines,8.0,7,1,irregular,1,0,0.0,195.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
11766,275.0,funded,Blacksmith,Manufacturing,Tajikistan,14.0,11,6,monthly,1,0,0.0,291.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
17289,625.0,funded,Wholesale,Wholesale,Georgia,14.0,22,1,monthly,1,0,0.0,76.0,0.008,2.2,7.4,67.4,25.2,0.1,1,2
14103,600.0,funded,Home Products Sales,Retail,Sierra Leone,10.0,21,2,monthly,5,0,0.0,79.0,0.411,77.5,25.7,28.5,45.9,43.9,5,1
15212,150.0,funded,Sewing,Services,Pakistan,14.0,6,2,monthly,1,0,0.0,152.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
2702,600.0,funded,Clothing Sales,Clothing,Peru,6.0,21,2,irregular,1,0,0.0,55.0,0.043,10.4,19.4,29.8,50.8,2.1,1,2
13071,675.0,funded,General Store,Retail,Philippines,8.0,15,1,irregular,1,0,0.0,565.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4156,375.0,funded,Bricks,Construction,Peru,8.0,15,1,monthly,1,0,0.0,98.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
16362,500.0,funded,Taxi,Transportation,Tajikistan,14.0,11,2,monthly,0,1,0.0,134.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
8375,900.0,funded,Health,Health,Kenya,73.0,30,2,irregular,2,0,0.0,91.0,0.166,36.0,12.3,32.2,55.5,10.7,2,2
4124,550.0,funded,Construction,Construction,Peru,8.0,20,2,monthly,0,1,0.0,328.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
8474,300.0,funded,Medical Clinic,Health,Kenya,14.0,11,1,irregular,0,1,0.0,49.0,0.166,36.0,12.3,32.2,55.5,10.7,1,2
3258,900.0,funded,Clothing Sales,Clothing,Jordan,19.0,30,1,monthly,1,0,0.0,658.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
7664,150.0,funded,Grocery Store,Food,Nepal,14.0,1,2,monthly,1,0,0.0,75.0,0.116,26.6,32.2,25.6,42.2,9.3,1,0
17298,575.0,funded,Goods Distribution,Wholesale,Uganda,8.0,22,2,monthly,0,1,0.0,153.0,0.359,70.3,18.0,30.2,51.9,33.3,1,1
10650,225.0,funded,Manufacturing,Manufacturing,Colombia,15.0,9,2,monthly,0,1,0.0,175.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
2785,200.0,funded,Clothing Sales,Clothing,Honduras,14.0,3,1,monthly,1,0,0.0,246.0,0.098,20.7,36.6,23.1,40.3,7.2,1,1
2255,125.0,funded,Arts,Arts,Indonesia,7.0,5,1,monthly,1,0,0.0,183.0,0.024,5.9,24.7,35.1,40.2,1.1,1,0
17487,500.0,funded,Wholesale,Wholesale,Zimbabwe,8.0,20,4,irregular,1,0,0.0,329.0,0.128,28.9,10.8,34.5,54.8,7.8,1,1
9530,125.0,funded,Personal Housing Expenses,Housing,Philippines,10.0,5,1,irregular,1,0,0.0,308.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15513,200.0,funded,Motorcycle Transport,Transportation,Peru,8.0,6,1,monthly,0,1,0.0,58.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
5682,950.0,funded,Higher education costs,Education,Nicaragua,27.0,33,1,monthly,1,0,0.0,331.0,0.08800000000000001,19.4,37.8,12.6,49.6,6.9,1,2
366,225.0,funded,Agriculture,Agriculture,Philippines,7.0,8,3,bullet,0,1,0.0,16.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12448,200.0,funded,Home Appliances,Personal Use,Cambodia,8.0,5,1,monthly,5,0,0.0,11.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
16747,350.0,funded,Goods Distribution,Wholesale,Tajikistan,9.0,11,2,monthly,0,1,0.0,37.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
3795,300.0,funded,Carpentry,Construction,Egypt,14.0,11,1,monthly,0,1,0.0,290.0,0.016,4.2,45.6,46.7,7.8,0.4,1,0
16448,500.0,funded,Transportation,Transportation,Cambodia,26.0,12,3,monthly,0,1,0.0,35.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
2074,375.0,funded,Embroidery,Arts,Pakistan,14.0,10,1,monthly,1,0,0.0,530.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
4627,725.0,funded,Carpentry,Construction,Togo,14.0,19,2,monthly,0,1,0.0,319.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
14163,150.0,funded,Retail,Retail,Philippines,8.0,6,3,irregular,1,0,0.0,19.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12836,375.0,funded,Home Energy,Personal Use,Ghana,8.0,1,2,monthly,4,1,0.0,117.0,0.147,32.4,27.2,31.5,41.2,11.1,5,3
15581,325.0,funded,Transportation,Transportation,Peru,14.0,12,1,monthly,0,1,0.0,365.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
4966,250.0,funded,Higher education costs,Education,Philippines,13.0,9,1,irregular,1,0,0.0,10.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
15883,225.0,funded,Rickshaw,Transportation,Pakistan,14.0,7,2,monthly,1,0,0.0,16.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11006,450.0,funded,Manufacturing,Manufacturing,Pakistan,14.0,18,2,monthly,1,0,0.0,132.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
11280,500.0,funded,Furniture Making,Manufacturing,Kenya,11.0,20,1,monthly,0,1,0.0,655.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
3579,200.0,funded,Clothing Sales,Clothing,Kenya,8.0,2,1,monthly,1,0,0.0,163.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
2348,150.0,funded,Crafts,Arts,Philippines,8.0,4,1,irregular,1,0,0.0,5.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16673,525.0,funded,Wholesale,Wholesale,Cameroon,15.0,20,1,monthly,0,1,0.0,243.0,0.26,48.2,24.5,31.3,44.2,27.1,1,1
4574,100.0,funded,Construction,Construction,Philippines,20.0,1,1,irregular,1,0,0.0,264.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
1428,625.0,funded,Weaving,Arts,Cambodia,8.0,20,1,bullet,1,0,0.0,79.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
17190,200.0,funded,Goods Distribution,Wholesale,Sierra Leone,11.0,1,2,monthly,1,0,0.0,4.0,0.411,77.5,25.7,28.5,45.9,43.9,1,1
3750,250.0,funded,Well digging,Construction,Cambodia,13.0,9,1,monthly,1,0,0.0,119.0,0.15,33.8,30.8,26.4,42.8,11.4,1,0
633,450.0,funded,Animal Sales,Agriculture,Pakistan,14.0,18,2,monthly,1,0,0.0,602.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
15871,300.0,funded,Rickshaw,Transportation,Pakistan,12.0,9,1,irregular,1,0,0.0,777.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
7935,525.0,funded,Fish Selling,Food,Ghana,9.0,15,1,monthly,1,0,0.0,411.0,0.147,32.4,27.2,31.5,41.2,11.1,1,0
16736,925.0,funded,Goods Distribution,Wholesale,Togo,13.0,31,2,monthly,1,0,0.0,82.0,0.242,48.5,26.4,28.8,44.9,23.2,1,1
11420,400.0,funded,Furniture Making,Manufacturing,Mexico,5.0,15,1,irregular,0,1,0.0,12.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
11175,525.0,funded,Manufacturing,Manufacturing,Philippines,7.0,20,1,irregular,1,0,0.0,123.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
17469,675.0,funded,Wholesale,Wholesale,Philippines,14.0,26,3,irregular,1,0,0.0,95.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
7743,275.0,funded,Food Production/Sales,Food,Colombia,11.0,11,2,monthly,1,0,0.0,134.0,0.032,7.6,34.3,24.7,41.0,1.8,1,0
10025,800.0,funded,Property,Housing,Mexico,14.0,24,1,monthly,1,0,0.0,220.0,0.024,6.0,31.4,25.6,43.0,1.1,1,0
6967,200.0,funded,Entertainment,Entertainment,Kenya,8.0,8,1,monthly,0,1,0.0,136.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
1598,175.0,funded,Weaving,Arts,India,12.0,7,1,monthly,1,0,0.0,223.0,0.282,55.3,22.7,32.5,44.8,27.8,1,1
5328,400.0,funded,Education provider,Education,Mongolia,14.0,15,1,monthly,1,0,0.0,27.0,0.047,11.1,18.1,27.7,54.2,2.3,1,2
4897,575.0,funded,Higher education costs,Education,Armenia,14.0,23,2,monthly,1,0,0.0,77.0,0.002,0.6,3.4,87.8,8.7,0.1,1,2
9720,225.0,funded,Personal Housing Expenses,Housing,Philippines,14.0,8,1,irregular,1,0,0.0,252.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
12961,300.0,funded,Home Appliances,Personal Use,Cambodia,8.0,11,1,monthly,2,3,0.0,232.0,0.15,33.8,30.8,26.4,42.8,11.4,5,3
10635,100.0,funded,Manufacturing,Manufacturing,Peru,6.0,4,1,irregular,1,0,0.0,88.0,0.043,10.4,19.4,29.8,50.8,2.1,1,0
782,300.0,funded,Pigs,Agriculture,Philippines,11.0,7,1,irregular,1,0,0.0,255.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
16708,600.0,funded,Wholesale,Wholesale,Cambodia,15.0,17,1,monthly,1,0,0.0,84.0,0.15,33.8,30.8,26.4,42.8,11.4,1,1
5777,575.0,funded,Higher education costs,Education,Jordan,15.0,20,4,monthly,0,1,0.0,129.0,0.004,1.2,31.5,65.0,3.5,0.1,1,2
3274,400.0,funded,Clothing Sales,Clothing,Philippines,8.0,13,1,irregular,1,0,0.0,249.0,0.033,6.3,35.3,30.2,34.5,4.2,1,2
3202,475.0,funded,Clothing Sales,Clothing,Kenya,14.0,4,1,monthly,1,0,0.0,139.0,0.166,36.0,12.3,32.2,55.5,10.7,1,1
9734,550.0,funded,Personal Housing Expenses,Housing,Indonesia,37.0,12,1,irregular,1,0,0.0,509.0,0.024,5.9,24.7,35.1,40.2,1.1,1,0
13025,450.0,funded,Retail,Retail,Philippines,8.0,15,1,irregular,1,0,0.0,909.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
15019,675.0,funded,Tailoring,Services,Pakistan,14.0,15,1,monthly,1,0,0.0,131.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
4908,275.0,funded,Primary/secondary school costs,Education,Nigeria,14.0,11,2,bullet,0,1,0.0,320.0,0.279,50.9,29.8,29.8,40.4,30.0,1,1
13942,225.0,funded,General Store,Retail,Philippines,7.0,6,2,irregular,1,0,0.0,31.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
4812,450.0,funded,Higher education costs,Education,India,43.0,17,1,bullet,2,0,0.0,894.0,0.282,55.3,22.7,32.5,44.8,27.8,2,1
2654,650.0,funded,Clothing Sales,Clothing,Tajikistan,14.0,25,2,monthly,1,0,0.0,683.0,0.031,7.9,13.4,52.6,34.0,1.2,1,2
4584,675.0,funded,Construction Supplies,Construction,Pakistan,11.0,17,1,irregular,1,0,0.0,888.0,0.237,45.6,36.2,32.3,31.6,26.5,1,1
6406,650.0,funded,Entertainment,Entertainment,Philippines,10.0,18,1,irregular,1,0,0.0,264.0,0.033,6.3,35.3,30.2,34.5,4.2,1,0
10310,275.0,funded,Personal Housing Expenses,Housing,Mozambique,19.0,11,1,monthly,0,1,0.0,682.0,0.39,70.2,30.4,22.3,47.3,44.1,1,1
9599,375.0,funded,Personal Housing Expenses,Housing,Cambodia,14.0,12,1,bullet,3,1,0.0,765.0,0.15,33.8,30.8,26.4,42.8,11.4,4,0
